10.0	0.490968178741
12.0	0.491888964116
11.0	0.491897991424
13.0	0.491945384789
15.0	0.496201760325
14.0	0.490972692394
16.0	0.491435341909
17.0	0.484818325434
20.0	0.494786729858
18.0	0.488609794629
19.0	0.491961182577
21.0	0.493367185737
23.0	0.493355901602
22.0	0.489571202889
25.0	0.489088241932
26.0	0.493376213044
24.0	0.493326562853
27.0	0.492879711126
31.0	0.498122320018
30.0	0.49381629429
29.0	0.489052132701
28.0	0.494784473031
32.0	0.490972692394
33.0	0.494755134281
36.0	0.495235838411
35.0	0.494766418416
34.0	0.486208530806
37.0	0.48958474385
40.0	0.496677950801
39.0	0.493355901602
38.0	0.49288422478
42.0	0.491480478447
43.0	0.491437598736
44.0	0.488571428571
45.0	0.495705258407
41.0	0.485303543218
46.0	0.492929361318
48.0	0.491408259986
49.0	0.490018054615
50.0	0.492353870458
47.0	0.495278718122
52.0	0.494782216204
54.0	0.49195892575
53.0	0.492859399684
51.0	0.495213270142
55.0	0.488090724441
57.0	0.494719025051
56.0	0.490027081923
58.0	0.493836605732
59.0	0.494728052358
62.0	0.494285714286
61.0	0.495211013315
60.0	0.493333333333
66.0	0.489541864139
63.0	0.49763258858
65.0	0.488081697134
68.0	0.484339878131
67.0	0.4947483638
64.0	0.494283457459
70.0	0.490469419995
69.0	0.498569171745
71.0	0.490981719702
74.0	0.492419318438
72.0	0.494784473031
73.0	0.496163394268
77.0	0.492904536222
78.0	0.494321823516
75.0	0.492414804784
76.0	0.490018054615
81.0	0.493340103814
79.0	0.491523358158
80.0	0.492423832092
83.0	0.490995260664
82.0	0.492392236515
84.0	0.490049650192
85.0	0.492383209208
86.0	0.483376213044
88.0	0.497610020311
90.0	0.497165425412
92.0	0.492893252088
89.0	0.49619047619
87.0	0.495260663507
91.0	0.49096140826
93.0	0.491943127962
97.0	0.493782441887
100.0	0.495712028887
95.0	0.490476190476
96.0	0.494303768901
99.0	0.496149853306
98.0	0.493331076506
94.0	0.49195892575
